izdavanje,stan,350 €,,,Novi Sad,Gradske lokacije,Novo Naselje,Novo Naselje,41m²,,1.5 soba,,,,,,2/3 sprata (nije poslednji sprat),,,,,,namešteno,,,,,,,,,,2440,"Izdaje se veoma lepo i potpuno opremljen jednoiposoban stan na dobroj lokaciji. Stan je luksuzno opremljen, poseduje sve od bele tehnike. Stan je nov, kao i sve stvari u njemu, nalazi se na odlicnoj lokaciji u blizini marketa, kao i dosta autobuskih linija. Ukupni troskovi za stan iznose oko 8000 din. Slobodan od 7. 2. Kontakt tel. 0646586099",https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novo-naselje/61e98f432edac739a5185813
izdavanje,stan,350 €,,,Beograd,Voždovac opština,Braće Jerković,Darvinova,60m²,,2.5 sobe,,centralno grejanje,,renovirano,,1. sprat,ima lift (1),terasa,1 parking mesto,,kupatilo,polunamešteno,"telefon, kablovska, internet, klima",,,,,,,,,13713,"Izdaje se dvoiposoban stan na Voždovcu. Renoviran je, polunamešten - hodnik, kuhinja, trpezarija i kupatilo su opremljeni, dok su dnevna soba, spavaća i radna soba budućim stanarima na raspolaganju da ih opreme po želji. Stan se nalazi u mirnoj ulici sa dosta parking mesta. Blizu stana nalaze se Saobraćajni fakultet, FON, Fakultet Političkih Nauka, Viša Elektrotehnička, Singidunum, Farmaceutski fakultet, Banka Intesa, Pošta, Maxi, Vero, Tržni centri Stadion... Agencijska provizija je 50% od prve zakupnine",https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/darvinova/62067928825ccc554f1483e5
izdavanje,stan,180 €,"obavezan depozit, 180 €",mogućnost donošenja sopstvenog nameštaja bez iznošenja postojećeg nameštaja,Niš,Gradske lokacije,Palilula,Albanske Golgote ,30m²,,0.5 soba,,centralno grejanje,,,,4/4 sprata,,terasa,1 parking mesto,,,namešteno,"interfon, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",,"jug, ka dvorištu",,,,,,,,"IZDAJE SE GARSONJERA POTPUNO NAMESTENA I OPREMLJNA. IDEALNA ZA PAROVE ILI SAMOSTALNO STANOVANJE. NALAZI SE U MIRNOM KRAJU BEZ BUKE I SAOBRAĆAJA. NALAZI SE U RASADNIKU U ULICI ALBANSKE GOLGOTE 3a. STAN JE JUŽNO ORJENTISAN, SVETAO SA PRELEPIM POGLEDOM I VELIKOM TERASOM. PEŠAKA DO CENTRA 10 MINUTA LAGANIM HODOM, U BLIZINI JE PALILULSKA RAMPA SA SVIM MOGUČIM PRODAVNICAMA. STAN JE NA 4-tom SPRATU BEZ LIFTA. INTERFON, NET, TV, KLIMA, PARKIN... BEZ IKAKVOG ULAGANJA SA NISKIM TROŠKOVIMA REŽIJE. GREJANJE JE CENTRALNO. SVI DOSADASNJI STANARI SU BILI PREZADOVOLJNI. SVE PREPORUKE. CENA JE 180 EUR MESEČNO + DEPOZIT U VISINI JEDNE RATE. POZVATI OD 15h - 20hSTAN JE SLOBODAN OD 01.03.2022.KONTAKT TEL: 062 963 40 57",https://www.4zida.rs/izdavanje/stanovi/nis/oglas/albanske-golgote/6206b00d95e5ed257901e88a
izdavanje,stan,200 €,"obavezan depozit, 200 €",,Kragujevac,Gradske lokacije,Centar,Svetozara Markovica,50m²,,1.5 soba,,centralno grejanje,,novo,2021. godine,1/5 spratova (nije poslednji sprat),ima lift (1),terasa,"1 parking mesto, u dvorištu zgrade",,"kupatilo, kuhinja",polunamešteno,"klima, ventilacija, kuhinjski elementi, frižider, šporet",,ka ulici,,,,,,,,"U ulici Svetozara Markovića, do Medicinskog fakulteta na prvom spratu do puta izdaje se prazan stan od 50m2, koji je pogodan za poslovni prostor, kancelariju ili ordinaciju, sa elementima kuhinje koji su dodati. Reč je o novogradnji, stan nikad do sada nije bio izdavan. Stan poseduje svoje parking mesto u sklopu dvorišta zgrade. Cena  je 200 evra plus troškovi na mesečnom nivou.  Depozit u visini jedne kirije. Za više informacija pozvati na broj 0603723758.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/svetozara-markovica/618fc93461c8df282c00ea73
izdavanje,stan,75 €,,mogućnost donošenja sopstvenog nameštaja bez iznošenja postojećeg nameštaja,Kragujevac,Gradske lokacije,Sušice,Avalska ,80m²,,3 sobe,,centralno grejanje,,,,1/1 sprat,,,"3 parking mesta, u dvorištu zgrade",,"kupatilo, toalet",namešteno,"veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",,,,,,,,,,Tri sobe za izdavanje u naselju susica u Kragujevcu,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/avalska/61ccd7e1e412684f5c3f82ea
izdavanje,stan,140 €,"obavezan depozit, 140 €","zabranjeni kućni ljubimci, mogućnost donošenja sopstvenog nameštaja bez iznošenja postojećeg nameštaja",Kragujevac,Gradske lokacije,1. Maj,Kopitareva ,28m²,,0.5 soba,,grejanje na gas,,,,3/4 sprata (nije poslednji sprat),,,,,,namešteno,"TV, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",,,,,,,,,,Izdajem namestenu garsonjeru kod bolnice.Ul.Kopitareva 120694606537,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/kopitareva/61d35ad419ff3f42c46e60f6
izdavanje,stan,200 €,,,Kragujevac,Gradske lokacije,Aerodrom,Aerodrom,63m²,,3 sobe,,centralno grejanje,,,,prizemlje,,,,,,prazno,,,,,,,,,,IZD64,"Stan kod crkve na Aerodromu, dvoiposoban, odmah useljiv.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/aerodrom/61d4433e2dad5312811a1bda
izdavanje,stan,130 €,"obavezan depozit, 80 €",,Kragujevac,Gradske lokacije,Centar,Crvenog Krsta,56m²,,2 sobe,,grejanje na struju,,uobičajeno stanje,,2. sprat,,terasa,,,"kupatilo, kuhinja, ostava",prazno,"TV, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",,ka ulici,,,,,,,,"Mogucnost dogovora, za sve dodatne informacije okrenuti broj. Hvala",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/crvenog-krsta/5c1023d69a30911f901ba5b4
izdavanje,stan,30 €,,"zabranjeno pušenje, zabranjeni kućni ljubimci, bez velike buke",Kragujevac,Gradske lokacije,Centar,Milovana Gušića,40m²,,1 soba,,grejanje na gas,,novo,,2/3 sprata (nije poslednji sprat),,,1 parking mesto,"1 garažno mesto, u sklopu zgrade",,namešteno,"kablovska, internet, TV, klima, ventilacija, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",,ka dvorištu,,Apartman,,,,,,"Dobrodošli u Harizma apartmane!Kompletno opremljeni apartmani za Vaš udoban boravak u centru Kragujevca.🛋️ Kapacitet do 4 osobeModerni dnevni boravak, kompletno opremljena kuhinja i trpezarija, odvojena spavaća soba, dvorišno orjentisana terasa i kupatilo. Za sve goste je obezbeđen:🅿️ Privatan parking🆓 Wi-Fi❄️ Klima uređaj📺 Kablovska TV🛁 Posteljina i peškiri✨ U cenu je uračunata boravišna taksa.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/milovana-gusica/5fb3b29b0c7cde25041122ac
izdavanje,stan,20 €,,,Kragujevac,Gradske lokacije,Centar,Centar,56m²,,2 sobe,,,,,,2/5 spratova (nije poslednji sprat),,,,,,namešteno,"TV, veš mašina, kuhinjski elementi, frižider, šporet, ležaj",,,,,,,,,,Izdajem garsonjeru i stan u centru grada na dan ili na kraci period . Za vise informacija javite nam se na telefon.,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/617800a7ca6fbc3ef8590f15
izdavanje,stan,100 €,obavezan depozit,"zabranjeni kućni ljubimci, bez velike buke, mogućnost donošenja sopstvenog nameštaja bez iznošenja postojećeg nameštaja",Kragujevac,Gradske lokacije,Aerodrom,Martina Lutera Kinga,30m²,,1 soba,,grejanje na gas,,,,2/2 sprata,,terasa,"10 parking mesta, u dvorištu zgrade",,"kupatilo, toalet",namešteno,"internet, video nadzor, interfon, TV, veš mašina, kuhinjski elementi, frižider, ležaj, plakar",,,,,,,,,,"Izdaje se jednosoban stan za jednu osobu na duzi period, blizina pravnog fakulteta, podno grejanje, kablovska, internet, interfon i parking.  Na mesecnom nivou cena je 100e+troskovi. Placa se od 1.-5. u mesecu. Prioritet su poslovni ljudi, a može i studenti. Obavezan depozit. Poseban ulaz. 5min od Pravnog i Ekonomskog fakulteta. Sastoji se iz sopstvenog kupatila, kuhinje i spavace sobe.  Moguce je i prenociste. Cena 10e dnevno po osobi. Dodatne info i kalendar zauzeca pogledati na http://marluxapartmani.rs/    i   na www.facebook.com/luxapartmani.kragujevac",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/martina-lutera-kinga/6178faeffba5955d7a501545
izdavanje,stan,30 €,,bez velike buke,Kragujevac,Gradske lokacije,Centar,Nikole Pasica Kragujevac,50m²,,2 sobe,,centralno grejanje,,,,1/5 spratova (nije poslednji sprat),ima lift (1),terasa,1 parking mesto,"1 garažno mesto, u sklopu zgrade",kupatilo,namešteno,"video nadzor, TV, ventilacija, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",,,,,,,,,,"Stan na dan u centru Kragujevca. Velika dnevna soba sa kuhinjom i trpezarijom , odvojena spavaca  soba , terasa, parking u sklopu zgrade , moze na dan i na vise dana.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/nikole-pasica-kragujevac/618019143a6f984fcd72f77d
izdavanje,stan,180 €,obavezan depozit,mogućnost donošenja sopstvenog nameštaja bez iznošenja postojećeg nameštaja,Kragujevac,Gradske lokacije,Vašarište,Vašarište,30m²,,0.5 soba,,grejanje na gas,,,,prizemlje/5 spratova (nije poslednji sprat),,,,,kupatilo,namešteno,"TV, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",,,,,,,,,,,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/vasariste/6182d53f22d19978e80200aa
izdavanje,stan,300 €,,,Kragujevac,Gradske lokacije,Centar,Centar,92m²,,3 sobe,,centralno grejanje,,,,2. sprat,,terase (2),,,"kupatilo, toalet",namešteno,,,,,,,,,,,"Izdaje se i prodaje stan od 92m2 u centru Kragujevca. Stan se nalazi na II spratu i sastoji se od hodnika, kuhinje sa trpezarijom, ostave, dve spavaće sobe, dnevne sobe, toaleta, kupatila, dve terase. CGPripadajući podrumCena mesečnog zakupa: 300eZa poslovni prostor: 350e.Cena: 1.500e/m2.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/6183a68a973bd1124e21f36e
izdavanje,stan,250 €,"obavezan depozit, 250 €",,Kragujevac,Gradske lokacije,Centar,Milovana Glušića,54m²,,1.5 soba,,,,,,,,,,,,namešteno,,,,,,,,,,,"Izdajem prelep stan odgovornim i ozbiljnim ljudima koji će pre svega da vode računa o stanu. Slike govore više od reči Stan se nalazi ispod Kliničkog centra, 5 minuta od Medicinskog fakulteta.. Kvadratura je 54m2, na drugom spratu, grejanje je centralno, lift u zgradi. Sastoji se od predsoblja, kupatila, spavaće sobe, dnevne sobe sa trpezarijom, kuhinje i terase, stan je kompletno opremljen, odmah useljiv.. Cena: 250€+ komunalije.. za više informacija pozovite 0606500950",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/milovana-glusica/618819ba07b389066170205a
izdavanje,stan,320 €,,,Kragujevac,Gradske lokacije,Centar,Centar,57m²,,2.5 sobe,,centralno grejanje,,novo,2020. godine,1/3 sprata (nije poslednji sprat),,,,1 garažno mesto,kupatilo,namešteno,,,,,,,,,,2332,"Stan se nalazi u centru grada, kvadrature 57 kvm, na prvom spratu, sa centralnim grejanjem, ima lifta u zgradi. Sastoji se od dnevnog boravka sa kuhinjom, dve spavaće sobe i kupatila. Stan je kompletno opremljen, obezbeđeno garažno mesto.cena: 320 eura + komunalije",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/618e73973c426a151c1ce0ec
izdavanje,stan,220 €,"obavezan depozit, 220 €",,Kragujevac,Gradske lokacije,Stari Grad,Svetozara Markovica,25m²,,0.5 soba,,centralno grejanje,,,,,,terasa,,,kupatilo,namešteno,"kablovska, internet, TV, veš mašina, kuhinjski elementi, frižider, šporet, ležaj",,,,,,,,,,"Za jednu-dve osobe,internet kablovska ves masina terasa centar grada centralno grejanje cena-dogovor.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/svetozara-markovica/619cdeab00f8fa02dd2834d6
izdavanje,stan,180 €,,,Kragujevac,Gradske lokacije,Pivara,Centar preko Lepenice,60m²,,3 sobe,,,,renovirano,1970. godine,1/1 sprat,,terasa,,,kupatilo,prazno,"kablovska, internet",,,,,,,,,1889,"Stan se nalazi na spratu kuće, sa posebnim ulazom, veličine 60 kvm,&nbsp; kompletno opremljen i sastoji se od predsoblja, kupatila, dnevne sobe, dve spavaće sobe, kuhinje i terase.Cena: za dve osobe&nbsp; po 120 eura po osobi + komunalije&nbsp; ,&nbsp; za jednu osobu cena: 180 eura + komunalije&nbsp; , za poslovne ljude ( studenti i porodice NE ).Useljivo od 01.04.2022",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar-preko-lepenice/619e45a1177d192ea7610666
izdavanje,stan,400 €,,,Kragujevac,Gradske lokacije,Centar,Centar,70m²,,2.5 sobe,,,,novo,2021. godine,1/7 spratova (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"kablovska, internet, interfon, klima",,,,,,,,,IS151020221920122AV,Izdaje se dvoiposoban stan u Kragujevcu u strogom Centru.Stan je pogodan za poslovni prostor.,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/61a6868ebdb664332461e643
izdavanje,stan,300 €,,,Kragujevac,Gradske lokacije,Centar,Centar,52m²,,2.5 sobe,,,,novo,2021. godine,2/7 spratova (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"kablovska, internet, interfon, klima",,,,,,,,,IS151020221920121AV,Izdaje se dvoiposoban stan u Kragujevcu u strogom Centru.Stan je pogodan za poslovni prostor.,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/61a68692bdb664332461e648
izdavanje,stan,150 €,"obavezan depozit, 150 €",,Kragujevac,Gradske lokacije,Centar,Centar,25m²,,1 soba,,centralno grejanje,,,,4/5 spratova (nije poslednji sprat),,terasa,,,kupatilo,namešteno,,,,,,,,,,,Jednosoban stan sa izdvojenom kuhinjom i trpezarijom. Stan je pogodan za studente i manje porodice.,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/61b0be3ba92b68488377717d
izdavanje,stan,390 €,,,Kragujevac,Gradske lokacije,Vašarište,Vašarište,68m²,,3.5 sobe,,,,uobičajeno stanje,2008. godine,2. sprat,,terasa,1 parking mesto,,kupatila (2),namešteno,"kablovska, internet, interfon, klima",,,,,,,,,IS151020221920138VJ,"Izdaje se stan u Kragujevcu - naselje VašarišteStan poseduje dnevnu sobu sa kuhinjom, tri spavaće sobe, dva kupatila, terasu i nadkriveno parking mesto.Obavezan depozit u visini od 400 eura.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/vasariste/61b4b457b92b9632680783a3
izdavanje,stan,10 €,,,Kragujevac,Gradske lokacije,Centar,Centar,62m²,,1 soba,,grejanje na gas,,novo,,2/6 spratova (nije poslednji sprat),ima lift (1),,"1 parking mesto, u dvorištu zgrade","1 garažno mesto, u sklopu zgrade","kupatila (2), toaleti (2)",namešteno,"kablovska, internet, TV, klima, ventilacija, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, ležaj, plakar",,"istok, jug, ka ulici",,,,,,,,"u centru , izdajem sobu u stanu , tj trazim cimerku ,   uslovi za izdavanje odrzavanje stana , bez troskova ,  dogovor  za sve ostalo ,inace sam zivim sa malim kucencetom  javiti se na broj SMS ili Wats Up,  ako se ne javljam posaljite poruku , posto radim .",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/61bae68f1802870a64070435
izdavanje,stan,130 €,,,Kragujevac,Gradske lokacije,Centar,Bubanj,25m²,,0.5 soba,,,,uobičajeno stanje,2005. godine,prizemlje/4 sprata (nije poslednji sprat),,terasa,,,kupatilo,namešteno,,,,,,,,,,1857,"Stan se nalazi na Bubnju, nedaleko od kliničkog centra, kvadrature 25 kvm, u prizemlju, TA grejanje. Sastoji se od hodnika ,kupatila ,sobe sa kuhinjom,terasice. Namešten, useljiv odmahcena: 130 eura + komunalije",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/bubanj/61bb49547eb8711dc7298ba3
izdavanje,stan,300 €,obavezan depozit,,Kragujevac,Gradske lokacije,Vašarište,Vašarište,80m²,,2.5 sobe,,grejanje na gas,,,,1/4 sprata (nije poslednji sprat),,terasa,,,kupatilo,namešteno,,,,,,,,,,135HX,Izdaje se stan na Vasaristu. Poseduje dve spavace sobe. Svaka prostorija je klimatizovana. Grejanje je na gas. Ima terasu.,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/vasariste/616a825c01de9874d40b7960
izdavanje,stan,70 €,,bez velike buke,Kragujevac,Gradske lokacije,Erdoglija,Erdoglija,20m²,,2 sobe,,centralno grejanje,,,,,,terasa,,,kupatilo,namešteno,"TV, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",,,,,,,,,,"Soba za izdavanje u okviru kuće sa posebnim ulazom, kupatilom i kuhinjom, niske rezije, grejanje ulazi u cenuBlizina svih fakultetaZa više informacija pozvati 062719357034 314327",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/erdoglija/61c1ce1bbe67486472526a1b
izdavanje,stan,160 €,,,Kragujevac,Gradske lokacije,Centar,Centar,40m²,,2 sobe,,grejanje na gas,,,,4. sprat,,terasa,,,kupatilo,namešteno,,,,,,,,,,421121-1,"Izdaje se uglavnom  studentima, Troskovi nisu veliki jer se dele sa donjim stanom gde su takodje studenti.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/61c1f1512fe8517b03521cd6
izdavanje,stan,150 €,,,Kragujevac,Gradske lokacije,Vašarište,Veliki Park,45m²,,2 sobe,,etažno grejanje,,,,1. sprat,,,,,,,,,,,,,,,,752,"Dnevni boravak,odvojena kuhinja,spavaća soba.Kompletno opremljen.Od troškova plaćaju se samo struja i voda po potrošnji.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/veliki-park/61cae3ec096bda6ee7593253
izdavanje,stan,160 €,,,Kragujevac,Gradske lokacije,Centar,Episkopa Save,46m²,,1.5 soba,,TA peć,,,,3/5 spratova (nije poslednji sprat),,,,,kupatilo,namešteno,"TV, ventilacija, veš mašina, kuhinjski elementi, frižider, rerna, ležaj",,,,,,,,,,Za vise informacija 0638319404 Slobodanka,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/episkopa-save/61ccbc838b674d222a1b98ab
izdavanje,stan,20 €,,,Kragujevac,Gradske lokacije,Aerodrom,Atinska ,27m²,,1 soba,,centralno grejanje,,luksuzno,,1/5 spratova (nije poslednji sprat),,terasa,1 parking mesto,,,namešteno,"kablovska, internet, interfon, klima",,,,,,,,,,"Izdajem apartman - stan na dan na prelepoj lokaciji na Aerodromu u blizini poste, TC Sava, pijace, Maxi-ja, Idee... Apartman je Lux opremljen za Vas prijatan i udoban odmor. Apartman je kapaciteta maks 4 osobe.",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/atinska/5de673fe273171030e4ea362
izdavanje,stan,20 €,,,Kragujevac,Gradske lokacije,Aerodrom,Atinska,45m²,,1 soba,,centralno grejanje,,,,1. sprat,,,,,,namešteno,,,,,,,,,,,STAN NA DAN - APARTMAN ZA DNEVNI ODMOR KRAGUJEVAC-Dnevni odmor i prenoćište-Stan na Aerodromu-Privatnost i diskrecija-Dnevni odmor 2400 din.-Prenoćište 3600 din.-Sve informacije na tel,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/atinska/5d9c62afe466e668cf34f9db
izdavanje,stan,12 €,,,Kragujevac,Gradske lokacije,Palilule,Palilule,35m²,,1 soba,,,,,,,,terasa,,,,namešteno,,,,,Apartman,,,,,,Izdajem dva stana na dan u blizini TC Plaza. Cena je 12 e po osobi.,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/palilule/60893021b8474235933ff943
izdavanje,stan,25 €,,,Kragujevac,Gradske lokacije,Centar,Nikole Pasica,30m²,,0.5 soba,,centralno grejanje,,,,1. sprat,ima lift (1),,,,kupatilo,namešteno,"TV, ventilacija, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",,,,,,,,,,Luksuzno opremljen apartman u najužem centru Kragujevca.Parking mesto obezbedjeno.Info: 062 13 02 995,https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/nikole-pasica/5f50e466d6b8250a4a5e8de3
