izdavanje,stan,600 €,obavezan depozit,,Beograd,Novi Beograd,Blok 21,Bulevar Mihajla Pupina,81m²,,3 sobe,,centralno grejanje,,,,2/8 spratova (nije poslednji sprat),ima lift (2),lođa,,,kupatilo,prazno,,,,,,,,,,,"Izdaje se predivan stan na Novom Beogradu, u ul. Bulevar Mihajla Pupna, u neposrednoj blizini tržnog centra Ušće.Stan se nalazi na drugom spratu zgrade (od ukupno 8 spratova). Zgrada je u odličnom stanju, okružena zelenilom, na veoma atraktivnoj lokaciji, u blizini reke, šetališta, parkova,  brojnih marketa, restorana, banaka, autobuskih stajališta i brojnih poslovnih centara. Dostupan zonirani parking oko zgrade. Veoma dobra saobraćajna povezanost sa svim delovima grada.Stan je dvostrano orijentisan. Sastoji se od dnevne sobe, dve spavaće sobe, kuhinje, prostranog hodnika, kupatila i toaleta. U odličnom stanju, svetao i prostran!Pogodno i za firme - u svim sobama je razvučena računarska mreža. U slučaju izdavanja pravnom licu, zakupac plaća porez na zakup.Agencijska provizija 50% od prve mesečne zakupnine.",https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-mihajla-pupina/6205089bc009257b05703dcd
izdavanje,stan,700 €,,,Beograd,Savski Venac,Dedinje,Mihaila Avramovića,92m²,,3 sobe,,centralno grejanje,,renovirano,,1/2 sprata (nije poslednji sprat),,terasa,1 parking mesto,1 garažno mesto,,namešteno,"telefon, kablovska, internet, interfon, klima",,,,,,,,,1990,"Svetao komforan stan u  manjoj ograđenoj zgradiod 4 stana, sa velikim dvorištem i parking mestom u dvorištu, na odličnoj poziciji, blizina Belog dvora . Stan je na 1.spratu od 2, sa lepom velikom terasom, okružen zelenilom. Renoviran, održavan,  klasično namešten,  kompletna kuhinja, udoban i jako prijatan, sa 2 sanitarna čvora i ostavom. Veliki  nov ugradni garderober. Pogodan za strance,  poslovne osobe,porodicu,  par, dogovor na duži rok.  Plaćanje mesečno, depozit, agencijska provizija 50% po realizaciji. D060314",https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/mihaila-avramovica/61f2c8b42ff18961a5113633
izdavanje,stan,380 €,obavezan depozit,,Beograd,Savski Venac,Beograd na vodi,Svetozara Radića,29m²,,1.5 soba,,centralno grejanje,,,,visoko prizemlje/4 sprata (nije poslednji sprat),,,,,kupatilo,namešteno,"internet, TV, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",,,,,,,,,657,TROŠKOVI:- infostan 1500 RSD/mesečno(van grejne sezone)grejanje CG na kalorimetre- po utrošku;- struja po potrošnji;- održavanje zgrade 1200 RSD + čišćenje 422 RSD;- SBB kabl.+ internet 3800 RSD,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/svetozara-radica/62011a0251c5e55be729398d
izdavanje,stan,360 €,"obavezan depozit, 400 €","zabranjeno pušenje, mogućnost donošenja sopstvenog i iznošenje postojećeg nameštaja, mogućnost donošenja sopstvenog nameštaja bez iznošenja postojećeg nameštaja",Beograd,Stari Grad opština,Beograd centar,Vase Čarapića,50m²,,2 sobe,,TA peć,,uobičajeno stanje,,1/5 spratova (nije poslednji sprat),ima lift (1),podrum,,,"kupatilo, kuhinja, ostava",namešteno,"internet, TV, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",,ka ulici,,Salonac,,,,,143,"Nudimo vam dvosoban salonski stan u samom centru Beograda od 50 kvadratnih metara, nadomak glavnom trgu grada - Trga Republike. Stan čine veliko predsoblje sa kupatilom iz koga se ulazi u dnevnu sobu koja povezuje kuhinju i trpezariju sa lepom spavaćom sobom. Stan je jako prostran sa visokim plafoni nalazi se na drugom spratu zgrade sa liftom, zgrada je jako lepo sređena i održavana, u blizini se nalazi sve potrebno za život prodavnice, pošta, kafići, pijaca... Vlasnik stana je jako fin gospodin, otvorene za svaku vrstu dogovora, plaćanje je mesečno uz obavezan depozit. Zakazivanje gledanja, sva pitanja i informacije vezano za nepokretnost, mozete dobiti pozivom na telefonaVaša, Agencija za nekretnine  ~ WHITE CITY",https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/vase-carapica/61f13ba45f568131f9550aa3
izdavanje,stan,450 €,"obavezan depozit, 450 €","samo za zaposlene, mogućnost donošenja sopstvenog i iznošenje postojećeg nameštaja",Beograd,Vračar,Čubura,Mekenzijeva ,64m²,,2 sobe,,centralno grejanje,,,,1/4 sprata (nije poslednji sprat),ima lift (1),terasa,"1 parking mesto, u dvorištu zgrade, javni parking u zoni",,kupatilo,namešteno,"TV, ventilacija, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",,,,,,,,,149,"Nudimo vam dvosoban stan na Čuburi u centru Vračara koji se nalazi na prvom spratu zgrade na uglu Mekenzijeve ulice. Stan je veličine 64 kvadratnih metara u čijem sklopu je velika dnevna soba sa prelpom terasom, trpezarija sa kuhinjom, odvojena spavaća soba, ostava i kupatilo koji su povezani preko hodnika. Pogodan je za zaposlene ljude, mlade parove, porodice ili studente, sa svim potrebštinama za ugodan život. Depozit je obavezan, a stan je useljiv od 1. oktobra. Obezbeđeno parking mesto u dvorištu zgrade!Zakazivanje gledanja, sva pitanja i informacije vezano za nepokretnost mozete dobiti pozivom na broj kontakt telefon Vaša agencija,WHITE CITY",https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/mekenzijeva/6160974b0d7f67580c3ab021
izdavanje,stan,230 €,,,Kragujevac,Gradske lokacije,Aerodrom,Centar,63m²,,3 sobe,,,,renovirano,1984. godine,prizemlje/9 spratova (nije poslednji sprat),ima lift (1),"terasa, lođa",,,kupatilo,namešteno,"telefon, interfon, klima",,,,,,,,,2384,"Stan se nalazi u naselju Aerodrom, kvadrature 63 kvm, u prizemlju, sa centralnim grejanjem, lift u zgradi. Sastoji se od predsoblja, kupatila, kuhinje sa trpezarijom, tri sobe, zastakljene terase i lođe. Stan se izdaje neopremljen ( sem kuhinje). Uknjižencen: 230 eura + komunalije",https://www.4zida.rs/izdavanje/stanovi/kragujevac/oglas/centar/61f40a650bebe029e65ec1c3
izdavanje,stan,2.000 €,obavezan depozit,,Beograd,Novi Beograd,Blok 65,WELLPORT,102m²,,4 sobe,,centralno grejanje,,novo,,2. sprat,ima lift (1),terasa,,"1 garažno mesto, u sklopu zgrade",kupatila (2),namešteno,"internet, klima",,,,,,,,,,Lux 4.0 stan sa garaznim mestom u Wellportu.For rent beautiful four bedroom smart homeExcellent location - west 65Best quality home in BelgradeExing Smart BuildingsFully furnished Smart built equipment 24/7 Security and reception Private car park ( 2 spaces underground )CCTV Super fast fiber optic internet Private kids playground Secured and ready to go,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/wellport/61a3e8514d34f17b4e7aebf7
izdavanje,stan,700 €,obavezan depozit,,Beograd,Novi Beograd,A Blok - Blok 67a, JURIJA GAGARINA,55m²,,2 sobe,,centralno grejanje,,novo,,3. sprat,ima lift (1),terasa,,"1 garažno mesto, u sklopu zgrade",kupatilo,namešteno,"internet, video nadzor, klima",,,,,,,,,,"Luksuzan, neuseljavan i apartmanski opremljen stan.Zgrada ima cuvara 24h dnevno i video nadzor. Uz stan ide i i garazno mesto uz doplatu 50e.PET FRIENDLY.Luksuz predstavlja komfor, uživanje, kvalitet i sigurnost, a naši stanovi pružaju sve to i mnogo više. Za jos slicnih, luksuznih nekretnina, pozovite na broj - 0649771898",https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/jurija-gagarina/6162c5529de280201d66e7aa
izdavanje,stan,400 €,,zabranjeni kućni ljubimci,Niš,Gradske lokacije,Medijana,Trg Pavla Stojkovića,66m²,,3 sobe,,grejanje na struju,,,,2. sprat,,terasa,1 parking mesto,,toalet,namešteno,"klima, veš mašina",,,,,,,,,i-04812,"Izdaje se namešten  troiposoban stan  u blizini centra grada na drugom spratu u zgradi bez lifta. Površina stana je  66m2. Stan se sastoji iz ulaznog hodnika, dnevne sobe sa kuhinjom i trpezarijom, tri spavaće sobe, toaleta, zastakljene terase i svog parking mesta. Grejanje  je  na struju.Stan se može izdati i prazan ili kao poslovni prostor zavisno od potrebe zakupca.Kompletno je opremljen nameštajem i belom tehnikom.Lepo je orjentisan i osvetljen.Izdaje se na duži vremensaki period ozbiljnim zakupcima. Agencijska usluga je 50% od prve mesečne zakupnine. Za više informacija javite se na telefon agencije. Ovo je samo deo naše ponude.Naša preporuka Vaš izbor! Ovu kao i druge nekretnine možete pogledati na našem sajtu. Čekamo Vas!",https://www.4zida.rs/izdavanje/stanovi/nis/oglas/trg-pavla-stojkovica/61c490cf1adaa7488d4b04c8
izdavanje,stan,350 €,,,Novi Sad,Gradske lokacije,Novo Naselje,Novo Naselje,41m²,,1.5 soba,,,,,,2/3 sprata (nije poslednji sprat),,,,,,namešteno,,,,,,,,,,2440,"Izdaje se veoma lepo i potpuno opremljen jednoiposoban stan na dobroj lokaciji. Stan je luksuzno opremljen, poseduje sve od bele tehnike. Stan je nov, kao i sve stvari u njemu, nalazi se na odlicnoj lokaciji u blizini marketa, kao i dosta autobuskih linija. Ukupni troskovi za stan iznose oko 8000 din. Slobodan od 7. 2. Kontakt tel. 0646586099",https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/novo-naselje/61e98f432edac739a5185813
